text,label
నా pond తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
pond stopped for months please help,HIGH
pond ఆలస్యం అవుతుంది,MEDIUM
pond సమస్య పరిష్కరించండి,MEDIUM
నా pond ఇంకా రాలేదు,MEDIUM
pond delay problem please solve,MEDIUM
pond కోసం దరఖాస్తు చేసాను,NORMAL
pond సమాచారం కావాలి,NORMAL
నా pond status తెలియజేయండి,NORMAL
requesting pond information,NORMAL
subsidy లేక చనిపోతున్నాము,CRITICAL
subsidy 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర subsidy సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency subsidy needed urgently please help,CRITICAL
subsidy 3 నెలలుగా రాలేదు,HIGH
subsidy ఆపేసారు కారణం తెలియదు,HIGH
నా subsidy తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
subsidy stopped for months please help,HIGH
subsidy ఆలస్యం అవుతుంది,MEDIUM
subsidy సమస్య పరిష్కరించండి,MEDIUM
నా subsidy ఇంకా రాలేదు,MEDIUM
subsidy delay problem please solve,MEDIUM
subsidy కోసం దరఖాస్తు చేసాను,NORMAL
subsidy సమాచారం కావాలి,NORMAL
నా subsidy status తెలియజేయండి,NORMAL
requesting subsidy information,NORMAL
license లేక చనిపోతున్నాము,CRITICAL
license 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర license సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency license needed urgently please help,CRITICAL
license 3 నెలలుగా రాలేదు,HIGH
license ఆపేసారు కారణం తెలియదు,HIGH
నా license తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
license stopped for months please help,HIGH
license ఆలస్యం అవుతుంది,MEDIUM
license సమస్య పరిష్కరించండి,MEDIUM
నా license ఇంకా రాలేదు,MEDIUM
license delay problem please solve,MEDIUM
license కోసం దరఖాస్తు చేసాను,NORMAL
license సమాచారం కావాలి,NORMAL
నా license status తెలియజేయండి,NORMAL
requesting license information,NORMAL
aquaculture లేక చనిపోతున్నాము,CRITICAL
aquaculture 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర aquaculture సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency aquaculture needed urgently please help,CRITICAL
aquaculture 3 నెలలుగా రాలేదు,HIGH
aquaculture ఆపేసారు కారణం తెలియదు,HIGH
నా aquaculture తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
aquaculture stopped for months please help,HIGH
aquaculture ఆలస్యం అవుతుంది,MEDIUM
aquaculture సమస్య పరిష్కరించండి,MEDIUM
నా aquaculture ఇంకా రాలేదు,MEDIUM
aquaculture delay problem please solve,MEDIUM
aquaculture కోసం దరఖాస్తు చేసాను,NORMAL
aquaculture సమాచారం కావాలి,NORMAL
నా aquaculture status తెలియజేయండి,NORMAL
requesting aquaculture information,NORMAL
fisherman లేక చనిపోతున్నాము,CRITICAL
fisherman 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర fisherman సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency fisherman needed urgently please help,CRITICAL
fisherman 3 నెలలుగా రాలేదు,HIGH
fisherman ఆపేసారు కారణం తెలియదు,HIGH
నా fisherman తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
fisherman stopped for months please help,HIGH
fisherman ఆలస్యం అవుతుంది,MEDIUM
fisherman సమస్య పరిష్కరించండి,MEDIUM
నా fisherman ఇంకా రాలేదు,MEDIUM
fisherman delay problem please solve,MEDIUM
fisherman కోసం దరఖాస్తు చేసాను,NORMAL
fisherman సమాచారం కావాలి,NORMAL
నా fisherman status తెలియజేయండి,NORMAL
requesting fisherman information,NORMAL
సర్టిఫికేట్ లేక చనిపోతున్నాము,CRITICAL
సర్టిఫికేట్ 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర సర్టిఫికేట్ సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency సర్టిఫికేట్ needed urgently please help,CRITICAL
సర్టిఫికేట్ 3 నెలలుగా రాలేదు,HIGH
సర్టిఫికేట్ ఆపేసారు కారణం తెలియదు,HIGH
నా సర్టిఫికేట్ తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
సర్టిఫికేట్ stopped for months please help,HIGH
సర్టిఫికేట్ ఆలస్యం అవుతుంది,MEDIUM
సర్టిఫికేట్ సమస్య పరిష్కరించండి,MEDIUM
నా సర్టిఫికేట్ ఇంకా రాలేదు,MEDIUM
సర్టిఫికేట్ delay problem please solve,MEDIUM
సర్టిఫికేట్ కోసం దరఖాస్తు చేసాను,NORMAL
సర్టిఫికేట్ సమాచారం కావాలి,NORMAL
నా సర్టిఫికేట్ status తెలియజేయండి,NORMAL
requesting సర్టిఫికేట్ information,NORMAL
కులం లేక చనిపోతున్నాము,CRITICAL
కులం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర కులం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency కులం needed urgently please help,CRITICAL
కులం 3 నెలలుగా రాలేదు,HIGH
కులం ఆపేసారు కారణం తెలియదు,HIGH
నా కులం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
కులం stopped for months please help,HIGH
కులం ఆలస్యం అవుతుంది,MEDIUM
కులం సమస్య పరిష్కరించండి,MEDIUM
నా కులం ఇంకా రాలేదు,MEDIUM
కులం delay problem please solve,MEDIUM
కులం కోసం దరఖాస్తు చేసాను,NORMAL
కులం సమాచారం కావాలి,NORMAL
నా కులం status తెలియజేయండి,NORMAL
requesting కులం information,NORMAL
వెనుకబడిన లేక చనిపోతున్నాము,CRITICAL
వెనుకబడిన 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర వెనుకబడిన సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency వెనుకబడిన needed urgently please help,CRITICAL
వెనుకబడిన 3 నెలలుగా రాలేదు,HIGH
వెనుకబడిన ఆపేసారు కారణం తెలియదు,HIGH
నా వెనుకబడిన తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
వెనుకబడిన stopped for months please help,HIGH
వెనుకబడిన ఆలస్యం అవుతుంది,MEDIUM
వెనుకబడిన సమస్య పరిష్కరించండి,MEDIUM
నా వెనుకబడిన ఇంకా రాలేదు,MEDIUM
వెనుకబడిన delay problem please solve,MEDIUM
వెనుకబడిన కోసం దరఖాస్తు చేసాను,NORMAL
వెనుకబడిన సమాచారం కావాలి,NORMAL
నా వెనుకబడిన status తెలియజేయండి,NORMAL
requesting వెనుకబడిన information,NORMAL
తరగతి లేక చనిపోతున్నాము,CRITICAL
తరగతి 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర తరగతి సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency తరగతి needed urgently please help,CRITICAL
తరగతి 3 నెలలుగా రాలేదు,HIGH
తరగతి ఆపేసారు కారణం తెలియదు,HIGH
నా తరగతి తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
తరగతి stopped for months please help,HIGH
తరగతి ఆలస్యం అవుతుంది,MEDIUM
తరగతి సమస్య పరిష్కరించండి,MEDIUM
నా తరగతి ఇంకా రాలేదు,MEDIUM
తరగతి delay problem please solve,MEDIUM
తరగతి కోసం దరఖాస్తు చేసాను,NORMAL
తరగతి సమాచారం కావాలి,NORMAL
నా తరగతి status తెలియజేయండి,NORMAL
requesting తరగతి information,NORMAL
బిసి లేక చనిపోతున్నాము,CRITICAL
బిసి 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర బిసి సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency బిసి needed urgently please help,CRITICAL
బిసి 3 నెలలుగా రాలేదు,HIGH
బిసి ఆపేసారు కారణం తెలియదు,HIGH
నా బిసి తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
బిసి stopped for months please help,HIGH
బిసి ఆలస్యం అవుతుంది,MEDIUM
బిసి సమస్య పరిష్కరించండి,MEDIUM
నా బిసి ఇంకా రాలేదు,MEDIUM
బిసి delay problem please solve,MEDIUM
బిసి కోసం దరఖాస్తు చేసాను,NORMAL
బిసి సమాచారం కావాలి,NORMAL
నా బిసి status తెలియజేయండి,NORMAL
requesting బిసి information,NORMAL
ధృవీకరణ లేక చనిపోతున్నాము,CRITICAL
ధృవీకరణ 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర ధృవీకరణ సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency ధృవీకరణ needed urgently please help,CRITICAL
ధృవీకరణ 3 నెలలుగా రాలేదు,HIGH
ధృవీకరణ ఆపేసారు కారణం తెలియదు,HIGH
నా ధృవీకరణ తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
ధృవీకరణ stopped for months please help,HIGH
ధృవీకరణ ఆలస్యం అవుతుంది,MEDIUM
ధృవీకరణ సమస్య పరిష్కరించండి,MEDIUM
నా ధృవీకరణ ఇంకా రాలేదు,MEDIUM
ధృవీకరణ delay problem please solve,MEDIUM
ధృవీకరణ కోసం దరఖాస్తు చేసాను,NORMAL
ధృవీకరణ సమాచారం కావాలి,NORMAL
నా ధృవీకరణ status తెలియజేయండి,NORMAL
requesting ధృవీకరణ information,NORMAL
ఆదాయం లేక చనిపోతున్నాము,CRITICAL
ఆదాయం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర ఆదాయం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency ఆదాయం needed urgently please help,CRITICAL
ఆదాయం 3 నెలలుగా రాలేదు,HIGH
ఆదాయం ఆపేసారు కారణం తెలియదు,HIGH
నా ఆదాయం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
ఆదాయం stopped for months please help,HIGH
ఆదాయం ఆలస్యం అవుతుంది,MEDIUM
ఆదాయం సమస్య పరిష్కరించండి,MEDIUM
నా ఆదాయం ఇంకా రాలేదు,MEDIUM
ఆదాయం delay problem please solve,MEDIUM
ఆదాయం కోసం దరఖాస్తు చేసాను,NORMAL
ఆదాయం సమాచారం కావాలి,NORMAL
నా ఆదాయం status తెలియజేయండి,NORMAL
requesting ఆదాయం information,NORMAL
certificate లేక చనిపోతున్నాము,CRITICAL
certificate 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర certificate సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency certificate needed urgently please help,CRITICAL
certificate 3 నెలలుగా రాలేదు,HIGH
certificate ఆపేసారు కారణం తెలియదు,HIGH
నా certificate తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
certificate stopped for months please help,HIGH
certificate ఆలస్యం అవుతుంది,MEDIUM
certificate సమస్య పరిష్కరించండి,MEDIUM
నా certificate ఇంకా రాలేదు,MEDIUM
certificate delay problem please solve,MEDIUM
certificate కోసం దరఖాస్తు చేసాను,NORMAL
certificate సమాచారం కావాలి,NORMAL
నా certificate status తెలియజేయండి,NORMAL
requesting certificate information,NORMAL
caste లేక చనిపోతున్నాము,CRITICAL
caste 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర caste సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency caste needed urgently please help,CRITICAL
caste 3 నెలలుగా రాలేదు,HIGH
caste ఆపేసారు కారణం తెలియదు,HIGH
నా caste తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
caste stopped for months please help,HIGH
caste ఆలస్యం అవుతుంది,MEDIUM
caste సమస్య పరిష్కరించండి,MEDIUM
నా caste ఇంకా రాలేదు,MEDIUM
caste delay problem please solve,MEDIUM
caste కోసం దరఖాస్తు చేసాను,NORMAL
caste సమాచారం కావాలి,NORMAL
నా caste status తెలియజేయండి,NORMAL
requesting caste information,NORMAL
backward లేక చనిపోతున్నాము,CRITICAL
backward 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర backward సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency backward needed urgently please help,CRITICAL
backward 3 నెలలుగా రాలేదు,HIGH
backward ఆపేసారు కారణం తెలియదు,HIGH
నా backward తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
backward stopped for months please help,HIGH
backward ఆలస్యం అవుతుంది,MEDIUM
backward సమస్య పరిష్కరించండి,MEDIUM
నా backward ఇంకా రాలేదు,MEDIUM
backward delay problem please solve,MEDIUM
backward కోసం దరఖాస్తు చేసాను,NORMAL
backward సమాచారం కావాలి,NORMAL
నా backward status తెలియజేయండి,NORMAL
requesting backward information,NORMAL
class లేక చనిపోతున్నాము,CRITICAL
class 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర class సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency class needed urgently please help,CRITICAL
class 3 నెలలుగా రాలేదు,HIGH
class ఆపేసారు కారణం తెలియదు,HIGH
నా class తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
class stopped for months please help,HIGH
class ఆలస్యం అవుతుంది,MEDIUM
class సమస్య పరిష్కరించండి,MEDIUM
నా class ఇంకా రాలేదు,MEDIUM
class delay problem please solve,MEDIUM
class కోసం దరఖాస్తు చేసాను,NORMAL
class సమాచారం కావాలి,NORMAL
నా class status తెలియజేయండి,NORMAL
requesting class information,NORMAL
bc లేక చనిపోతున్నాము,CRITICAL
bc 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర bc సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency bc needed urgently please help,CRITICAL
bc 3 నెలలుగా రాలేదు,HIGH
bc ఆపేసారు కారణం తెలియదు,HIGH
నా bc తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
bc stopped for months please help,HIGH
bc ఆలస్యం అవుతుంది,MEDIUM
bc సమస్య పరిష్కరించండి,MEDIUM
నా bc ఇంకా రాలేదు,MEDIUM
bc delay problem please solve,MEDIUM
bc కోసం దరఖాస్తు చేసాను,NORMAL
bc సమాచారం కావాలి,NORMAL
నా bc status తెలియజేయండి,NORMAL
requesting bc information,NORMAL
verification లేక చనిపోతున్నాము,CRITICAL
verification 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర verification సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency verification needed urgently please help,CRITICAL
verification 3 నెలలుగా రాలేదు,HIGH
verification ఆపేసారు కారణం తెలియదు,HIGH
నా verification తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
verification stopped for months please help,HIGH
verification ఆలస్యం అవుతుంది,MEDIUM
verification సమస్య పరిష్కరించండి,MEDIUM
నా verification ఇంకా రాలేదు,MEDIUM
verification delay problem please solve,MEDIUM
verification కోసం దరఖాస్తు చేసాను,NORMAL
verification సమాచారం కావాలి,NORMAL
నా verification status తెలియజేయండి,NORMAL
requesting verification information,NORMAL
income లేక చనిపోతున్నాము,CRITICAL
income 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర income సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency income needed urgently please help,CRITICAL
income 3 నెలలుగా రాలేదు,HIGH
income ఆపేసారు కారణం తెలియదు,HIGH
నా income తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
income stopped for months please help,HIGH
income ఆలస్యం అవుతుంది,MEDIUM
income సమస్య పరిష్కరించండి,MEDIUM
నా income ఇంకా రాలేదు,MEDIUM
income delay problem please solve,MEDIUM
income కోసం దరఖాస్తు చేసాను,NORMAL
income సమాచారం కావాలి,NORMAL
నా income status తెలియజేయండి,NORMAL
requesting income information,NORMAL
స్కాలర్‌షిప్ లేక చనిపోతున్నాము,CRITICAL
స్కాలర్‌షిప్ 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర స్కాలర్‌షిప్ సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency స్కాలర్‌షిప్ needed urgently please help,CRITICAL
స్కాలర్‌షిప్ 3 నెలలుగా రాలేదు,HIGH
స్కాలర్‌షిప్ ఆపేసారు కారణం తెలియదు,HIGH
నా స్కాలర్‌షిప్ తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
స్కాలర్‌షిప్ stopped for months please help,HIGH
స్కాలర్‌షిప్ ఆలస్యం అవుతుంది,MEDIUM
స్కాలర్‌షిప్ సమస్య పరిష్కరించండి,MEDIUM
నా స్కాలర్‌షిప్ ఇంకా రాలేదు,MEDIUM
స్కాలర్‌షిప్ delay problem please solve,MEDIUM
స్కాలర్‌షిప్ కోసం దరఖాస్తు చేసాను,NORMAL
స్కాలర్‌షిప్ సమాచారం కావాలి,NORMAL
నా స్కాలర్‌షిప్ status తెలియజేయండి,NORMAL
requesting స్కాలర్‌షిప్ information,NORMAL
వసతి గృహం లేక చనిపోతున్నాము,CRITICAL
వసతి గృహం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర వసతి గృహం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency వసతి గృహం needed urgently please help,CRITICAL
వసతి గృహం 3 నెలలుగా రాలేదు,HIGH
వసతి గృహం ఆపేసారు కారణం తెలియదు,HIGH
నా వసతి గృహం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
వసతి గృహం stopped for months please help,HIGH
వసతి గృహం ఆలస్యం అవుతుంది,MEDIUM
వసతి గృహం సమస్య పరిష్కరించండి,MEDIUM
నా వసతి గృహం ఇంకా రాలేదు,MEDIUM
వసతి గృహం delay problem please solve,MEDIUM
వసతి గృహం కోసం దరఖాస్తు చేసాను,NORMAL
వసతి గృహం సమాచారం కావాలి,NORMAL
నా వసతి గృహం status తెలియజేయండి,NORMAL
requesting వసతి గృహం information,NORMAL
సంక్షేమం లేక చనిపోతున్నాము,CRITICAL
సంక్షేమం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర సంక్షేమం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency సంక్షేమం needed urgently please help,CRITICAL
సంక్షేమం 3 నెలలుగా రాలేదు,HIGH
సంక్షేమం ఆపేసారు కారణం తెలియదు,HIGH
నా సంక్షేమం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
సంక్షేమం stopped for months please help,HIGH
సంక్షేమం ఆలస్యం అవుతుంది,MEDIUM
సంక్షేమం సమస్య పరిష్కరించండి,MEDIUM
నా సంక్షేమం ఇంకా రాలేదు,MEDIUM
సంక్షేమం delay problem please solve,MEDIUM
సంక్షేమం కోసం దరఖాస్తు చేసాను,NORMAL
సంక్షేమం సమాచారం కావాలి,NORMAL
నా సంక్షేమం status తెలియజేయండి,NORMAL
requesting సంక్షేమం information,NORMAL
పథకం లేక చనిపోతున్నాము,CRITICAL
పథకం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర పథకం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency పథకం needed urgently please help,CRITICAL
పథకం 3 నెలలుగా రాలేదు,HIGH
పథకం ఆపేసారు కారణం తెలియదు,HIGH
నా పథకం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
పథకం stopped for months please help,HIGH
పథకం ఆలస్యం అవుతుంది,MEDIUM
పథకం సమస్య పరిష్కరించండి,MEDIUM
నా పథకం ఇంకా రాలేదు,MEDIUM
పథకం delay problem please solve,MEDIUM
పథకం కోసం దరఖాస్తు చేసాను,NORMAL
పథకం సమాచారం కావాలి,NORMAL
నా పథకం status తెలియజేయండి,NORMAL
requesting పథకం information,NORMAL
సబ్సిడీ లేక చనిపోతున్నాము,CRITICAL
సబ్సిడీ 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర సబ్సిడీ సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency సబ్సిడీ needed urgently please help,CRITICAL
సబ్సిడీ 3 నెలలుగా రాలేదు,HIGH
సబ్సిడీ ఆపేసారు కారణం తెలియదు,HIGH
నా సబ్సిడీ తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
సబ్సిడీ stopped for months please help,HIGH
సబ్సిడీ ఆలస్యం అవుతుంది,MEDIUM
సబ్సిడీ సమస్య పరిష్కరించండి,MEDIUM
నా సబ్సిడీ ఇంకా రాలేదు,MEDIUM
సబ్సిడీ delay problem please solve,MEDIUM
సబ్సిడీ కోసం దరఖాస్తు చేసాను,NORMAL
సబ్సిడీ సమాచారం కావాలి,NORMAL
నా సబ్సిడీ status తెలియజేయండి,NORMAL
requesting సబ్సిడీ information,NORMAL
ప్రయోజనం లేక చనిపోతున్నాము,CRITICAL
ప్రయోజనం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర ప్రయోజనం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency ప్రయోజనం needed urgently please help,CRITICAL
ప్రయోజనం 3 నెలలుగా రాలేదు,HIGH
ప్రయోజనం ఆపేసారు కారణం తెలియదు,HIGH
నా ప్రయోజనం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
ప్రయోజనం stopped for months please help,HIGH
ప్రయోజనం ఆలస్యం అవుతుంది,MEDIUM
ప్రయోజనం సమస్య పరిష్కరించండి,MEDIUM
నా ప్రయోజనం ఇంకా రాలేదు,MEDIUM
ప్రయోజనం delay problem please solve,MEDIUM
ప్రయోజనం కోసం దరఖాస్తు చేసాను,NORMAL
ప్రయోజనం సమాచారం కావాలి,NORMAL
నా ప్రయోజనం status తెలియజేయండి,NORMAL
requesting ప్రయోజనం information,NORMAL
సహాయం లేక చనిపోతున్నాము,CRITICAL
సహాయం 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర సహాయం సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency సహాయం needed urgently please help,CRITICAL
సహాయం 3 నెలలుగా రాలేదు,HIGH
సహాయం ఆపేసారు కారణం తెలియదు,HIGH
నా సహాయం తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
సహాయం stopped for months please help,HIGH
సహాయం ఆలస్యం అవుతుంది,MEDIUM
సహాయం సమస్య పరిష్కరించండి,MEDIUM
నా సహాయం ఇంకా రాలేదు,MEDIUM
సహాయం delay problem please solve,MEDIUM
సహాయం కోసం దరఖాస్తు చేసాను,NORMAL
సహాయం సమాచారం కావాలి,NORMAL
నా సహాయం status తెలియజేయండి,NORMAL
requesting సహాయం information,NORMAL
scholarship లేక చనిపోతున్నాము,CRITICAL
scholarship 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర scholarship సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency scholarship needed urgently please help,CRITICAL
scholarship 3 నెలలుగా రాలేదు,HIGH
scholarship ఆపేసారు కారణం తెలియదు,HIGH
నా scholarship తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
scholarship stopped for months please help,HIGH
scholarship ఆలస్యం అవుతుంది,MEDIUM
scholarship సమస్య పరిష్కరించండి,MEDIUM
నా scholarship ఇంకా రాలేదు,MEDIUM
scholarship delay problem please solve,MEDIUM
scholarship కోసం దరఖాస్తు చేసాను,NORMAL
scholarship సమాచారం కావాలి,NORMAL
నా scholarship status తెలియజేయండి,NORMAL
requesting scholarship information,NORMAL
hostel లేక చనిపోతున్నాము,CRITICAL
hostel 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర hostel సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency hostel needed urgently please help,CRITICAL
hostel 3 నెలలుగా రాలేదు,HIGH
hostel ఆపేసారు కారణం తెలియదు,HIGH
నా hostel తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
hostel stopped for months please help,HIGH
hostel ఆలస్యం అవుతుంది,MEDIUM
hostel సమస్య పరిష్కరించండి,MEDIUM
నా hostel ఇంకా రాలేదు,MEDIUM
hostel delay problem please solve,MEDIUM
hostel కోసం దరఖాస్తు చేసాను,NORMAL
hostel సమాచారం కావాలి,NORMAL
నా hostel status తెలియజేయండి,NORMAL
requesting hostel information,NORMAL
welfare లేక చనిపోతున్నాము,CRITICAL
welfare 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర welfare సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency welfare needed urgently please help,CRITICAL
welfare 3 నెలలుగా రాలేదు,HIGH
welfare ఆపేసారు కారణం తెలియదు,HIGH
నా welfare తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
welfare stopped for months please help,HIGH
welfare ఆలస్యం అవుతుంది,MEDIUM
welfare సమస్య పరిష్కరించండి,MEDIUM
నా welfare ఇంకా రాలేదు,MEDIUM
welfare delay problem please solve,MEDIUM
welfare కోసం దరఖాస్తు చేసాను,NORMAL
welfare సమాచారం కావాలి,NORMAL
నా welfare status తెలియజేయండి,NORMAL
requesting welfare information,NORMAL
scheme లేక చనిపోతున్నాము,CRITICAL
scheme 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర scheme సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency scheme needed urgently please help,CRITICAL
scheme 3 నెలలుగా రాలేదు,HIGH
scheme ఆపేసారు కారణం తెలియదు,HIGH
నా scheme తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
scheme stopped for months please help,HIGH
scheme ఆలస్యం అవుతుంది,MEDIUM
scheme సమస్య పరిష్కరించండి,MEDIUM
నా scheme ఇంకా రాలేదు,MEDIUM
scheme delay problem please solve,MEDIUM
scheme కోసం దరఖాస్తు చేసాను,NORMAL
scheme సమాచారం కావాలి,NORMAL
నా scheme status తెలియజేయండి,NORMAL
requesting scheme information,NORMAL
subsidy లేక చనిపోతున్నాము,CRITICAL
subsidy 6 నెలలుగా రాలేదు ఆకలితో ఉన్నాము,CRITICAL
అత్యవసర subsidy సహాయం కావాలి లేకపోతే ప్రాణాలు పోతాయి,CRITICAL
emergency subsidy needed urgently please help,CRITICAL
subsidy 3 నెలలుగా రాలేదు,HIGH
subsidy ఆపేసారు కారణం తెలియదు,HIGH
నా subsidy తిరస్కరించారు ఎక్కడికి వెళ్ళాలి తెలియదు,HIGH
subsidy stopped for months please help,HIGH
subsidy ఆలస్యం అవుతుంది,MEDIUM
