text,label
వాణిజ్య లైసెన్స్ పొందాలి. దుకాణం తెరవడానికి అనుమతి కావాలి,Municipal Administration
భవన అనుమతి కోసం దరఖాస్తు చేసాను. ఆమోదించాలి,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
కాలువ శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
చెత్త సేకరణ సక్రమంగా జరగడం లేదు,Municipal Administration
వీధి దీపాలు పని చేయడం లేదు. రాత్రి చీకటిగా ఉంది,Municipal Administration
రైతు భీమా క్లెయిమ్ పొందాలి. పంట నష్టమైంది,Agriculture
పంట సేద కనీస మద్దతు ధర రాలేదు. త్వరగా చెల్లించాలి,Agriculture
పేటేంట్ మందులు అధిక ధరలకు అమ్ముతున్నారు,Health
బస్ ప్రమాదంలో గాయపడ్డారు. పరిహారం కావాలి,Transport
డ్రైవింగ్ లైసెన్స్ పొందాలి. పరీక్ష తేదీ కావాలి,Transport
వాహన రిజిస్ట్రేషన్ ఆలస్యం అవుతోంది. త్వరగా జారీ చేయాలి,Transport
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
ఇంధన సబ్సిడీ అందలేదు. రైతులకు డీజిల్ సబ్సిడీ కావాలి,Agriculture
సేద మార్కెట్ సౌకర్యాలు లేవు. రైతులకు ఇబ్బంది,Agriculture
తాతకాలంపు అవినీతి చెక్ పోస్ట్ తొలగించాలి,Police
నీటి వనరుల శాఖ కాలువలు నిర్వహించడం లేదు. నీటి ధార్ల నిర్వహణ చేయాలి,Water Resources
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి. డెంగ్యూ వ్యాపిస్తోంది,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
మత్స్య సంపద శాఖ నుండి చేపల వ్యాపారానికి రుణం కావాలి,Animal Husbandry
పశువుల వైద్య సౌకర్యాలు లేవు. పశు వైద్య కేంద్రం కావాలి,Animal Husbandry
విద్యుత్ కనెక్షన్ కోసం దరఖాస్తు చేసాను. త్వరగా ఇవ్వాలి,Energy
సౌర విద్యుత్ సబ్సిడీ కోసం దరఖాస్తు చేయాలి. సమాచారం కావాలి,Energy
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
కుల ధృవీకరణ పత్రం కోసం దరఖాస్తు చేసాను. గత మూడు నెలలుగా అయింది,Revenue
దయచేసి తెలపండి రెవిన్యూ సర్టిఫికెట్ తక్షణం జారీ చేయండి,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
భూ సర్వే తప్పులు సరిదిద్దాలి. వెంటనే చర్య తీసుకోండి,Revenue
భూ సర్వే తప్పులు సరిదిద్దాలి. త్వరగా చర్య తీసుకోండి,Revenue
ఆదాయ ధృవీకరణ పత్రం కోసం దరఖాస్తు చేసాను. రెండు నెలలుగా అయింది,Revenue
మరణ ధృవీకరణ పత్రం కోసం దరఖాస్తు చేసాను. రెండు వారాలుగా అయింది,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
వినమ్రంగా కోరుకుంటున్నాను రెవిన్యూ సర్టిఫికెట్ అత్యవసరం జారీ చేయండి,Revenue
దయచేసి రెవిన్యూ సర్టిఫికెట్ త్వరగా జారీ చేయండి,Revenue
కుల ధృవీకరణ పత్రం కోసం దరఖాస్తు చేసాను. పదిహేను రోజులుగా అయింది,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
వినమ్రంగా కోరుకుంటున్నాను రెవిన్యూ సర్టిఫికెట్ శీఘ్రంగా జారీ చేయండి,Revenue
వినమ్రంగా కోరుకుంటున్నాను రెవిన్యూ సర్టిఫికెట్ అత్యవసరం జారీ చేయండి,Revenue
భూ సర్వే తప్పులు సరిదిద్దాలి. అత్యవసరం చర్య తీసుకోండి,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
కుల ధృవీకరణ పత్రం కోసం దరఖాస్తు చేసాను. రెండు నెలలుగా అయింది,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
ఆదాయ ధృవీకరణ పత్రం కోసం దరఖాస్తు చేసాను. రెండు నెలలుగా అయింది,Revenue
దయచేసి రెవిన్యూ సర్టిఫికెట్ త్వరగా జారీ చేయండి,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
భూ సర్వే తప్పులు సరిదిద్దాలి. అత్యవసరం చర్య తీసుకోండి,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
విద్యా సర్టిఫికెట్ కోసం దరఖాస్తు చేసాను. ఒక నెలగా అయింది,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
దయచేసి రెవిన్యూ సర్టిఫికెట్ తక్షణం జారీ చేయండి,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
విద్యా సర్టిఫికెట్ కోసం దరఖాస్తు చేసాను. రెండు వారాలుగా అయింది,Revenue
దయచేసి రెవిన్యూ సర్టిఫికెట్ శీఘ్రంగా జారీ చేయండి,Revenue
విద్యా సర్టిఫికెట్ కోసం దరఖాస్తు చేసాను. ఒక నెలగా అయింది,Revenue
దయచేసి రెవిన్యూ సర్టిఫికెట్ అత్యవసరం జారీ చేయండి,Revenue
పట్టా పత్రం కోసం దరఖాస్తు చేసాను. రెండు వారాలుగా అయింది,Revenue
భూ సర్వే తప్పులు సరిదిద్దాలి. శీఘ్రంగా చర్య తీసుకోండి,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
మ్యూటేషన్ జరగలేదు. భూ రికార్డులు సరిదిద్దాలి,Revenue
పట్టా పత్రం జారీ చేయాలి. భూమికి చట్టబద్ధ హక్కులు కావాలి,Revenue
మరణ ధృవీకరణ పత్రం కోసం దరఖాస్తు చేసాను. పది రోజులుగా అయింది,Revenue
భూ సర్వే తప్పులు సరిదిద్దాలి. ఆలస్యం చేయకుండా చర్య తీసుకోండి,Revenue
దయచేసి రెవిన్యూ సర్టిఫికెట్ త్వరగా జారీ చేయండి,Revenue
కృపయా రైతు భరోసా పథకం డబ్బు జారీ చేయండి,Agriculture
దయచేసి రైతు భరోసా పథకం డబ్బు జారీ చేయండి,Agriculture
రైతు భీమా క్లెయిమ్ పొందాలి. పంట నష్టమైంది,Agriculture
పంట నష్టం పరిహారం గత మూడు నెలలుగా రాలేదు. త్వరగా చెల్లించాలి,Agriculture
రైతు భీమా క్లెయిమ్ పొందాలి. పంట నష్టమైంది,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
కనీస మద్దతు ధర గత మూడు నెలలుగా చెల్లించలేదు,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
దయచేసి రైతు భరోసా పథకం డబ్బు జారీ చేయండి,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
వినమ్రంగా కోరుకుంటున్నాను రైతు భరోసా పథకం డబ్బు జారీ చేయండి,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
వినమ్రంగా కోరుకుంటున్నాను రైతు భరోసా పథకం డబ్బు జారీ చేయండి,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
రైతు భీమా క్లెయిమ్ పొందాలి. పంట నష్టమైంది,Agriculture
కనీస మద్దతు ధర ఒక నెలగా చెల్లించలేదు,Agriculture
కనీస మద్దతు ధర పదిహేను రోజులుగా చెల్లించలేదు,Agriculture
పంట నష్టం పరిహారం రెండు వారాలుగా రాలేదు. వెంటనే చెల్లించాలి,Agriculture
పంట నష్టం పరిహారం ఒక నెలగా రాలేదు. అత్యవసరం చెల్లించాలి,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
రైతు భీమా క్లెయిమ్ పొందాలి. పంట నష్టమైంది,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
పంట నష్టం పరిహారం పదిహేను రోజులుగా రాలేదు. ఆలస్యం చేయకుండా చెల్లించాలి,Agriculture
కనీస మద్దతు ధర పదిహేను రోజులుగా చెల్లించలేదు,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
కనీస మద్దతు ధర రెండు నెలలుగా చెల్లించలేదు,Agriculture
రైతు భీమా క్లెయిమ్ పొందాలి. పంట నష్టమైంది,Agriculture
దయచేసి తెలపండి రైతు భరోసా పథకం డబ్బు జారీ చేయండి,Agriculture
పంట నష్టం పరిహారం రెండు వారాలుగా రాలేదు. తక్షణం చెల్లించాలి,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
వినమ్రంగా కోరుకుంటున్నాను రైతు భరోసా పథకం డబ్బు జారీ చేయండి,Agriculture
విత్తన సబ్సిడీ అందలేదు. సరైన సమయానికి విత్తనాలు కావాలి,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
రైతు భీమా క్లెయిమ్ పొందాలి. పంట నష్టమైంది,Agriculture
కనీస మద్దతు ధర మూడు నెలలుగా చెల్లించలేదు,Agriculture
సహకార సంఘం నుండి రుణం కావాలి. వ్యవసాయం కోసం అవసరం,Agriculture
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
108 ఆంబులెన్స్ సేవ బాగా లేదు. త్వరగా మెరుగుపరచాలి,Health
ప్రాథమిక ఆరోగ్య కేంద్రంలో వైద్యులు హాజరుకావటం లేదు,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
ప్రాథమిక ఆరోగ్య కేంద్రంలో వైద్యులు హాజరుకావటం లేదు,Health
108 ఆంబులెన్స్ సేవ బాగా లేదు. త్వరగా మెరుగుపరచాలి,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
108 ఆంబులెన్స్ సేవ బాగా లేదు. అత్యవసరం మెరుగుపరచాలి,Health
ప్రాథమిక ఆరోగ్య కేంద్రంలో వైద్యులు హాజరుకావటం లేదు,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
వినమ్రంగా కోరుకుంటున్నాను ఉచిత మందులు లభ్యం చేయండి,Health
108 ఆంబులెన్స్ సేవ బాగా లేదు. అత్యవసరం మెరుగుపరచాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
108 ఆంబులెన్స్ సేవ బాగా లేదు. తక్షణం మెరుగుపరచాలి,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
108 ఆంబులెన్స్ సేవ బాగా లేదు. అత్యవసరం మెరుగుపరచాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
దయచేసి ఉచిత మందులు లభ్యం చేయండి,Health
బస్ స్టాండ్ దగ్గర మందుల దుకాణంలో స్టాక్ లేదు,Health
దయచేసి ఉచిత మందులు లభ్యం చేయండి,Health
దయచేసి ఉచిత మందులు లభ్యం చేయండి,Health
పాఠశాలలో మందుల దుకాణంలో స్టాక్ లేదు,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
వినమ్రంగా కోరుకుంటున్నాను ఉచిత మందులు లభ్యం చేయండి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
108 ఆంబులెన్స్ సేవ బాగా లేదు. త్వరగా మెరుగుపరచాలి,Health
మా గ్రామంలో మందుల దుకాణంలో స్టాక్ లేదు,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
దయచేసి తెలపండి ఉచిత మందులు లభ్యం చేయండి,Health
దయచేసి ఉచిత మందులు లభ్యం చేయండి,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
టీకా కార్యక్రమం సక్రమంగా జరగడం లేదు. పిల్లలకు టీకాలు కావాలి,Health
మా గ్రామంలో మందుల దుకాణంలో స్టాక్ లేదు,Health
వ్యాధి నియంత్రణ కార్యక్రమాలు నిర్వహించాలి,Health
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
దయచేసి తెలపండి విద్యార్థి స్కాలర్‌షిప్ అత్యవసరం జారీ చేయండి,Education
విద్యార్థి వేతనం గత మూడు నెలలుగా ఖాతాలోకి జమ కాలేదు,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
దయచేసి విద్యార్థి స్కాలర్‌షిప్ శీఘ్రంగా జారీ చేయండి,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
వినమ్రంగా కోరుకుంటున్నాను విద్యార్థి స్కాలర్‌షిప్ అత్యవసరం జారీ చేయండి,Education
విద్యార్థి వేతనం మూడు నెలలుగా ఖాతాలోకి జమ కాలేదు,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
వినమ్రంగా కోరుకుంటున్నాను విద్యార్థి స్కాలర్‌షిప్ అత్యవసరం జారీ చేయండి,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
విద్యార్థి వేతనం ఆరు నెలలుగా ఖాతాలోకి జమ కాలేదు,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
విద్యార్థి వేతనం గత మూడు నెలలుగా ఖాతాలోకి జమ కాలేదు,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
విద్యార్థి వేతనం ఆరు నెలలుగా ఖాతాలోకి జమ కాలేదు,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
విద్యార్థి వేతనం గత మూడు నెలలుగా ఖాతాలోకి జమ కాలేదు,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
విద్యార్థి వేతనం ఆరు నెలలుగా ఖాతాలోకి జమ కాలేదు,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
దయచేసి తెలపండి విద్యార్థి స్కాలర్‌షిప్ ఆలస్యం చేయకుండా జారీ చేయండి,Education
విద్యార్థి వేతనం పది రోజులుగా ఖాతాలోకి జమ కాలేదు,Education
పాఠశాల భవనం మరమ్మత్తులు అవసరం. రాష్టం పడుతోంది,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
పాఠశాలలో ఉపాధ్యాయులు సరిపోరు. ఎక్కువ ఉపాధ్యాయులు కావాలి,Education
దయచేసి విద్యార్థి స్కాలర్‌షిప్ త్వరగా జారీ చేయండి,Education
మధ్యాహ్న భోజన పథకంలో నాణ్యత లేదు. పిల్లలకు మంచి ఆహారం కావాలి,Education
భవన అనుమతి కోసం పది రోజులుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
వారానికి ఒక్కసారి మాత్రమే నీటి సరఫరా జరుగుతుంది,Municipal Administration
దయచేసి నీటి కనెక్షన్ శీఘ్రంగా ఇవ్వండి,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
భవన అనుమతి కోసం రెండు వారాలుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
ఆసుపత్రిలో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
దయచేసి తెలపండి నీటి కనెక్షన్ వెంటనే ఇవ్వండి,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
ఆసుపత్రిలో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
చెత్త సేకరణ సక్రమంగా జరగడం లేదు,Municipal Administration
వినమ్రంగా కోరుకుంటున్నాను నీటి కనెక్షన్ ఆలస్యం చేయకుండా ఇవ్వండి,Municipal Administration
పంచాయతీ కార్యాలయంలో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
వీధి దీపాలు పని చేయడం లేదు. రాత్రి చీకటిగా ఉంది,Municipal Administration
ఆసుపత్రిలో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
సర్పంచ్ కార్యాలయంలో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
భవన అనుమతి కోసం ఒక నెలగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
భవన అనుమతి కోసం గత మూడు నెలలుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
చెత్త సేకరణ సక్రమంగా జరగడం లేదు,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
చెత్త సేకరణ సక్రమంగా జరగడం లేదు,Municipal Administration
భవన అనుమతి కోసం ఆరు నెలలుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
మా గ్రామంలో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
ప్రాథమిక ఆరోగ్య కేంద్రంలో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
మా వార్డులో కాలువలు శుభ్రం చేయాలి. ఆరోగ్య సమస్యలు వస్తున్నాయి,Municipal Administration
వారానికి ఒక్కసారి మాత్రమే నీటి సరఫరా జరుగుతుంది,Municipal Administration
కృపయా నీటి కనెక్షన్ శీఘ్రంగా ఇవ్వండి,Municipal Administration
భవన అనుమతి కోసం రెండు నెలలుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
భవన అనుమతి కోసం మూడు నెలలుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
భవన అనుమతి కోసం రెండు వారాలుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
భవన అనుమతి కోసం రెండు నెలలుగా క్రితం దరఖాస్తు చేశాను,Municipal Administration
చెత్త సేకరణ సక్రమంగా జరగడం లేదు,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
వీధి దీపాలు పని చేయడం లేదు. రాత్రి చీకటిగా ఉంది,Municipal Administration
స్థానిక పన్ను బిల్లు అధికంగా ఉంది. పునఃపరిశీలన కావాలి,Municipal Administration
కృపయా నీటి కనెక్షన్ అత్యవసరం ఇవ్వండి,Municipal Administration
వినమ్రంగా కోరుకుంటున్నాను కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
విద్యుత్ సమస్య రెండు వారాలుగా ఉంది. పరిష్కరించాలి,Energy
ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతుంది,Energy
ట్రాన్స్‌ఫార్మర్ సమస్య ఉంది. మరమ్మత్తు చేయాలి,Energy
విద్యుత్ సమస్య గత మూడు నెలలుగా ఉంది. పరిష్కరించాలి,Energy
విద్యుత్ కనెక్షన్ కోసం దరఖాస్తు చేసాను. తక్షణం ఇవ్వాలి,Energy
ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతుంది,Energy
ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతుంది,Energy
కరెంటు బిల్లు అధికంగా వచ్చింది. శీఘ్రంగా తనిఖీ చేయండి,Energy
కృపయా కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
కరెంటు బిల్లు అధికంగా వచ్చింది. అత్యవసరం తనిఖీ చేయండి,Energy
ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతుంది,Energy
దయచేసి కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
విద్యుత్ సమస్య రెండు వారాలుగా ఉంది. పరిష్కరించాలి,Energy
ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతుంది,Energy
విద్యుత్ సమస్య రెండు నెలలుగా ఉంది. పరిష్కరించాలి,Energy
విద్యుత్ సమస్య పది రోజులుగా ఉంది. పరిష్కరించాలి,Energy
దయచేసి కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
విద్యుత్ కనెక్షన్ కోసం దరఖాస్తు చేసాను. తక్షణం ఇవ్వాలి,Energy
ట్రాన్స్‌ఫార్మర్ సమస్య ఉంది. మరమ్మత్తు చేయాలి,Energy
కృపయా కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతుంది,Energy
విద్యుత్ సమస్య ఒక నెలగా ఉంది. పరిష్కరించాలి,Energy
ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతుంది,Energy
విద్యుత్ కనెక్షన్ కోసం దరఖాస్తు చేసాను. అత్యవసరం ఇవ్వాలి,Energy
విద్యుత్ సమస్య రెండు వారాలుగా ఉంది. పరిష్కరించాలి,Energy
వినమ్రంగా కోరుకుంటున్నాను కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
విద్యుత్ కనెక్షన్ కోసం దరఖాస్తు చేసాను. త్వరగా ఇవ్వాలి,Energy
విద్యుత్ కనెక్షన్ కోసం దరఖాస్తు చేసాను. తక్షణం ఇవ్వాలి,Energy
కరెంటు బిల్లు అధికంగా వచ్చింది. వెంటనే తనిఖీ చేయండి,Energy
దయచేసి కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
ట్రాన్స్‌ఫార్మర్ సమస్య ఉంది. మరమ్మత్తు చేయాలి,Energy
దయచేసి తెలపండి కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
ట్రాన్స్‌ఫార్మర్ సమస్య ఉంది. మరమ్మత్తు చేయాలి,Energy
వినమ్రంగా కోరుకుంటున్నాను కరెంటు మీటర్ మార్చండి. సరిగా పని చేయడం లేదు,Energy
విద్యుత్ సమస్య పదిహేను రోజులుగా ఉంది. పరిష్కరించాలి,Energy
కరెంటు బిల్లు అధికంగా వచ్చింది. అత్యవసరం తనిఖీ చేయండి,Energy
